id,name,zip_format,zip_country/id
__export__.res_zip_fr-11210,11210,'00000’,base.fr
__export__.res_zip_fr-11220,11220,'00000’,base.fr
__export__.res_zip_fr-11230,11230,'00000’,base.fr
__export__.res_zip_fr-11240,11240,'00000’,base.fr
__export__.res_zip_fr-11250,11250,'00000’,base.fr
__export__.res_zip_fr-11260,11260,'00000’,base.fr
__export__.res_zip_fr-11270,11270,'00000’,base.fr
__export__.res_zip_fr-11290,11290,'00000’,base.fr
__export__.res_zip_fr-11300,11300,'00000’,base.fr
__export__.res_zip_fr-11310,11310,'00000’,base.fr
__export__.res_zip_fr-11320,11320,'00000’,base.fr
__export__.res_zip_fr-11330,11330,'00000’,base.fr
__export__.res_zip_fr-11340,11340,'00000’,base.fr
